Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update
Bernard Wrzosek,316818611,17.028,,233,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,3.5,3.5,-1,4,4.5,-1.0,-1.0,-1.0,-1.0,4.0,4.5,29.05.2023 napastnik (90'),Polska,30.05.2023
Grzegorz Mikos,321196945,16.087,,107,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,2.5,3.5,-1,-1,-1,-1.0,2.5,3.5,-1.0,-1.0,-1.0,27.04.2023 boczny_obronca (90'),Polska,30.05.2023
Jan Natorski,324915599,17.022,,58,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Joachim Kustera,321927656,16.056,,72,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,4,4,-1,4,-1,-1.0,4.0,4.0,-1.0,4.0,-1.0,29.05.2023 boczny_obronca (90'),Polska,30.05.2023
Karol Chomicz,323652300,16.108,P,128,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,2,-1,-1,-1,4,-1.0,2.0,-1.0,-1.0,-1.0,4.0,27.04.2023 stoper (90'),Polska,30.05.2023
Krzesimir Sacewicz,321244913,16.094,Q,86,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,4,4.5,4.5,5.5,-1,-1.0,4.0,4.5,4.5,5.5,-1.0,29.05.2023 boczny_obronca (90'),Polska,30.05.2023
Maciej Milczarek,324595231,16.104,,100,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,-1,-1,-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,26.03.2023 napastnik (90'),Polska,30.05.2023
Oskar Fydrych,318008018,17.028,,65,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,2.5,-1,-1,-1,5.5,-1.0,2.5,-1.0,-1.0,-1.0,5.5,29.05.2023 napastnik (90'),Polska,30.05.2023
Rafal Dziecielski,323759244,16.017,H,114,WC 37,32,World Cup - Round III  Matchday 1,14/03/2025,90,10,-1,4.5,4.5,3.5,4.5,-1,-1.0,4.5,-1.0,3.5,4.5,-1.0,29.05.2023 pomocnik (90'),Polska,30.05.2023
Sebastian Mentel,320540829,16.090,,44,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,1,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,29.05.2023 pomocnik (90'),Polska,30.05.2023
Slawomir Klinski,327020171,16.046,,51,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,5,-1,6.5,-1,-1.0,-1.0,5.0,-1.0,6.5,-1.0,29.05.2023 skrzydlowy (90'),Polska,30.05.2023
T. Czylok,476215474,17.036,,-2,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,6.5,3.5,2.5,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-----,Polska,05.05.2023
Walter Kosciolek,318222470,17.036,,177,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,1,2,-1,3,-1,-1,1.0,2.0,-1.0,3.0,-1.0,-1.0,29.05.2023 bramkarz (90'),Polska,30.05.2023
Andrzej Dziedzic,319235142,17.089,Q,178,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,5.5,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,24.05.2023 stoper (90'),Polska,30.05.2023
Artur Szczurek,318250547,17.008,,220,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,2.5,-1,2.5,-1,-1,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,24.05.2023 pomocnik (90'),Polska,30.05.2023
Baltazar Klonek,318250555,16.109,P,220,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,1.5,2,-1,2.5,5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,24.05.2023 napastnik (90'),Polska,30.05.2023
Edward Turowski,319226035,17.003,,154,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,24.05.2023 pomocnik (90'),Polska,30.05.2023
Emil Gardon,318250550,17.085,Q,220,WC 37,,Final,,,,1,-1,-1,-1,-1,4.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.05.2023 bramkarz (90'),Polska,30.05.2023
Horacy Miciuk,323149861,16.025,P,133,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,24.05.2023 skrzydlowy (90'),Polska,30.05.2023
Jakub Chadzynski,318250541,17.088,T,220,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,1,2,-1,-1,-1,1,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,15.02.2023 stoper (90'),Polska,30.05.2023
Janusz Werbinski,318250546,17.100,,220,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,1,-1,-1,-1,3,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.02.2023 bramkarz (90'),Polska,30.05.2023
Jaroslaw Serwanski,324316589,17.075,,113,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,4.5,-1,-1,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,24.05.2023 boczny_obronca (90'),Polska,30.05.2023
Jerzy Balka,317326579,17.035,,161,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,2.5,5,-1,-1,-1,-1,2.0,5.0,-1.0,-1.0,-1.0,-1.0,24.05.2023 stoper (90'),Polska,30.05.2023
Julian Pardo,318250552,18.007,P,220,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,-1,3.5,-1,2.5,-1,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,15.02.2023 boczny_obronca (90'),Polska,30.05.2023
Konrad Wardak,318250551,18.060,U,220,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,-1,-1,-1,3,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,15.02.2023 napastnik (90'),Polska,30.05.2023
Konstantyn Bruski,318250553,17.060,P,220,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,2.5,-1,3.5,-1,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,24.05.2023 skrzydlowy (90'),Polska,30.05.2023
Lutoslaw Jaroma,318860114,17.041,,149,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Piotr Jaskot,326339239,16.108,,43,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Rafal Kosciecha,318250548,18.028,H,220,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,-1,3,2.5,-1,-1,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,24.05.2023 boczny_obronca (90'),Polska,30.05.2023
Szymon Losiak,319724828,17.022,Q,195,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,-1,4.5,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,24.05.2023 napastnik (90'),Polska,30.05.2023
Adam Zarzecki,322841378,16.072,U,121,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,3,3,5.5,4,7.5,-1.0,3.0,3.0,-1.0,4.0,6.0,29.05.2023 napastnik (90'),Polska,30.05.2023
Andrzej Supinski,314015153,17.070,,268,WC 37,2,Friendly,27/09/2024,89,2,-1,4,4,5,-1,4,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,30.03.2023 napastnik (36'),Polska,30.05.2023
Emil Kankowski,323530332,16.042,U,79,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,1.5,-1,3,-1,-1,-1.0,1.5,-1.0,3.0,-1.0,-1.0,13.05.2023 pomocnik (90'),Polska,30.05.2023
Fryderyk Kmita,323782105,16.043,,86,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,2.5,4,-1,5.5,-1,-1.0,2.5,4.0,-1.0,5.5,-1.0,29.05.2023 skrzydlowy (90'),Polska,30.05.2023
Jaroslaw Kostepski,322877778,16.039,T,65,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,4,2.5,-1,4.5,-1.0,-1.0,4.0,2.5,-1.0,4.5,29.05.2023 boczny_obronca (90'),Polska,30.05.2023
Jedrek Switelski,321020238,16.077,,149,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,1.5,4,4.5,4,-1,-1,1.5,-1.0,-1.0,4.0,-1.0,-1.0,16.05.2023 bramkarz (90'),Polska,30.05.2023
Ole Bosensell,326845723,16.010,,51,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,3.5,-1,4,-1,-1,-1.0,3.5,-1.0,4.0,-1.0,-1.0,29.05.2023 stoper (90'),Polska,30.05.2023
P. Darul,476469144,17.037,U,-2,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,1.5,3,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-----,Polska,16.05.2023
Piotr Ogorzaly,318652684,16.103,T,205,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,5.5,5.5,6,-1,-1,-1.0,5.5,-1.0,6.0,-1.0,-1.0,29.05.2023 pomocnik (90'),Polska,30.05.2023
Piotr Wroclawski,324063133,16.057,T,107,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,3.5,3,5,-1,-1,-1.0,3.0,-1.0,5.0,-1.0,-1.0,29.05.2023 pomocnik (90'),Polska,30.05.2023
Ryszard Walentowski,327610846,16.010,,58,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,2.5,4,-1,5.5,-1,-1.0,2.5,4.0,-1.0,5.5,-1.0,29.05.2023 skrzydlowy (90'),Polska,30.05.2023
Teofil Swierzbinski,324641253,16.060,,72,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,2.5,-1,-1,3,-1,-1.0,2.5,-1.0,-1.0,3.0,-1.0,06.05.2023 skrzydlowy (90'),Polska,30.05.2023
Tomasz Kozaczuk,317963883,17.007,T,170,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,5,-1,-1,-1,6.5,-1.0,5.0,-1.0,-1.0,-1.0,6.5,22.05.2023 napastnik (90'),Polska,30.05.2023
Wladyslaw Turkowiak,316838363,17.028,P,226,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,5,2.5,-1,5.5,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,08.04.2023 pomocnik (90'),Polska,30.05.2023
Wojciech Curzytek,320819923,17.001,,177,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,4,-1,4,4,3,-1.0,-1.0,-1.0,4.0,4.0,3.0,29.04.2023 napastnik (90'),Polska,30.05.2023
Bartlomiej Rodak,327160482,16.007,,57,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Dawid Horwat,303742937,19.021,H,436,WC 36,11,Continental Championship  Matchday 9,05/04/2024,87,9,-1,6,5,4.5,4,-1,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,26.04.2023 bramkarz (0'),Polska,30.05.2023
Ireneusz Broja,291823291,22.033,Q,604,WC 36,,Final,,,,-1,3.5,-1,5.5,5,-1,-1.0,3.5,-1.0,-1.0,5.0,-1.0,25.05.2022 stoper (90'),Polska,30.05.2023
Jerzy Ozimek,287246240,22.047,,618,WC 36,,Final,,,,-1,3,3,4.5,-1,-1,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,11.05.2022 stoper (90'),Polska,30.05.2023
Jurgen Hauptfleisch,289378421,21.066,,667,WC 36,,Final,,,,1,2.5,3,3,4,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.08.2022 bramkarz (90'),Polska,30.05.2023
Konrad Bugajski,294526791,20.094,H,575,WC 36,,Final,,,,1,2.5,2.5,4,3.5,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,02.11.2022 bramkarz (90'),Polska,30.05.2023
Maciej Szmydt,290940968,23.010,,687,WC 36,,Final,,,,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,23.02.2022 napastnik (90'),Polska,30.05.2023
Mateusz Tychowski,284928526,22.028,,625,WC 36,,Final,,,,1.5,4,4,4,-1,-1,1.5,3.5,-1.0,-1.0,-1.0,-1.0,25.05.2022 bramkarz (90'),Polska,30.05.2023
Nino Retka,296781142,20.087,T,561,WC 36,,Final,,,,0.5,2,3,3.5,4.5,-1,0.5,-1.0,3.0,-1.0,-1.0,-1.0,09.11.2022 bramkarz (90'),Polska,30.05.2023
Oleh Vodchenko,323097468,16.044,,129,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,-1,-1,-1,4.5,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,26.04.2023 skrzydlowy (0'),Polska,30.05.2023
P. Bonowicz,476678921,17.054,Q,-1,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,-1,2,2.5,-1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-----,Polska,30.05.2023
Patryk Jedruch,306483064,19.022,Q,388,WC 36,11,Continental Championship  Matchday 9,05/04/2024,87,9,-1,2,2.5,3.5,4,-1,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,26.04.2023 boczny_obronca (0'),Polska,30.05.2023
Tomasz Ziarkowski,309704651,18.059,,352,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,-1,-1,-1,4.5,4.5,5,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,26.04.2023 stoper (0'),Polska,30.05.2023
Walenty Borzecki,307169370,18.077,H,371,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,-1,-1,5.5,3.5,5,-1,-1.0,-1.0,5.5,-1.0,-1.0,-1.0,26.04.2023 stoper (0'),Polska,30.05.2023
Wlodzimierz Owsinski,302569751,19.056,U,443,WC 36,6,Continental Championship  Matchday 4,04/03/2024,87,5,1.5,4,4.5,5.5,5,-1,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,01.02.2023 bramkarz (90'),Polska,30.05.2023
Zbigniew Ryski,302744499,20.002,,478,WC 36,,Final,,,,-1,3.5,4,3,4,-1,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,01.02.2023 boczny_obronca (90'),Polska,30.05.2023
Alfred Ceglarz,311843190,18.069,,303,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,1,3,3.5,-1,-1,4.5,-1.0,3.0,3.5,-1.0,-1.0,4.5,16.05.2023 napastnik (90'),Polska,30.05.2023
Arkadiusz Moskalik,314085515,17.092,H,281,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,3.5,-1,4.5,5,-1,-1.0,3.5,-1.0,4.5,5.0,-1.0,16.05.2023 stoper (90'),Polska,30.05.2023
Benedykt Czapp,310754917,18.033,P,322,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,-1,-1,3,5,4,6.5,-1.0,-1.0,-1.0,5.0,-1.0,6.5,16.05.2023 napastnik (90'),Polska,30.05.2023
Dariusz Masiewicz,305670166,18.106,,266,WC 36,16,World Cup - Round I  Matchday 1,03/05/2024,87,13,-1,-1,-1,-1,5,5.5,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,18.04.2023 skrzydlowy (90'),Polska,30.05.2023
Florenty Srutwa,320862334,17.042,,169,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,4,6,4.5,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,16.05.2023 skrzydlowy (90'),Polska,30.05.2023
Jakub Nabzdyk,327255091,16.004,,63,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,16.05.2023 bramkarz (90'),Polska,30.05.2023
Jan Szczublewski,310293428,18.039,,357,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,3,3.5,4,5,3.5,-1.0,-1.0,-1.0,4.0,5.0,-1.0,25.04.2023 skrzydlowy (90'),Polska,30.05.2023
Lech Rybaczuk,322877160,16.034,,42,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,-1,-1,-1,4.5,-1,4,-1.0,-1.0,-1.0,4.5,-1.0,4.0,16.05.2023 pomocnik (90'),Polska,30.05.2023
Maciej Groblewski,320044384,16.103,H,183,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,2,-1,5,4.5,6,-1.0,-1.0,-1.0,5.0,-1.0,6.0,16.05.2023 napastnik (90'),Polska,30.05.2023
Marcin Juszczyk,324366069,16.065,,112,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,-1,5.5,5.5,4,-1.0,-1.0,-1.0,5.5,5.5,4.0,16.05.2023 skrzydlowy (90'),Polska,30.05.2023
Radomir Tobianski,317401747,17.012,,148,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,3,-1,3.5,-1,-1.0,-1.0,3.0,-1.0,3.5,-1.0,02.02.2023 boczny_obronca (90'),Polska,30.05.2023
Wojciech Udzinski,307614067,18.111,,351,WC 36,15,Continental Championship - Finals,26/04/2024,87,12,-1,3,3.5,-1,-1,5,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,16.05.2023 stoper (90'),Polska,30.05.2023
Arek Debski,321020880,17.001,Q,170,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,3,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,26.05.2023 napastnik (90'),Polska,30.05.2023
Bogusz Goscik,321679671,17.033,,135,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,-1,4.5,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
Dawid Brokowski,321216442,17.029,U,163,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,4.5,4,-1,-1,-1,-1.0,3.5,4.0,-1.0,-1.0,-1.0,26.05.2023 boczny_obronca (90'),Polska,30.05.2023
Emil Czepek,323943403,17.028,,85,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,-1,4.5,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
Eugeniusz Notecki,322332863,17.009,,100,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Ferdynand Birycki,314259810,18.004,T,219,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,-1,-1,2.5,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,26.05.2023 napastnik (90'),Polska,30.05.2023
Grzegorz Ciukaj,315450042,18.021,,191,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,2.5,5,5,-1,-1,-1,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,19.05.2023 boczny_obronca (90'),Polska,30.05.2023
Jacek Czerniewski,320780145,17.006,H,114,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,19.05.2023 pomocnik (90'),Polska,30.05.2023
Jan Kubiesa,324682914,16.053,T,51,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,4.5,-1,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Maciej Lisinski,322606238,16.054,,93,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,5,5.5,-1,-1,-1,-1.0,5.0,5.5,-1.0,-1.0,-1.0,26.05.2023 boczny_obronca (90'),Polska,30.05.2023
Marek Drozdzynski,323731547,16.102,,65,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,5,-1,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Orest Hojan,318502210,18.004,,177,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,19.05.2023 skrzydlowy (90'),Polska,30.05.2023
Tomasz Durawa,312653958,18.033,,156,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,5,-1,-1,-1,-1,-1,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 bramkarz (90'),Polska,30.05.2023
Wlodzimierz Slipko,314330862,17.091,,198,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,4.5,4.5,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,31.03.2023 stoper (90'),Polska,30.05.2023
Ariel Poreba,318547643,17.036,Q,53,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,4,4,5,-1.0,-1.0,-1.0,4.0,4.0,5.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Arkadiusz Drogosz,322332866,17.032,T,127,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,3.5,4,-1,-1.0,-1.0,-1.0,3.5,3.5,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Bartlomiej Korszla,326969700,17.014,U,43,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,-1,3,5,-1.0,-1.0,-1.0,-1.0,3.0,5.0,28.05.2023 skrzydlowy (90'),Polska,30.05.2023
Bonawentura Pokora,323556347,17.057,,118,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,3,-1,-1,-1,-1,3.5,2.0,-1.0,-1.0,-1.0,-1.0,3.5,28.05.2023 napastnik (90'),Polska,30.05.2023
Henryk Ebert,316371842,17.045,,239,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,3,-1,-1,-1,3.5,-1.0,3.0,-1.0,-1.0,-1.0,3.0,28.05.2023 napastnik (90'),Polska,30.05.2023
Jedrzej Krosnicki,313990463,18.002,,288,WC 36,35,World Cup - Round IV  Matchday 1,16/08/2024,88,12,-1,2.5,4,-1,-1,4.5,-1.0,2.5,-1.0,-1.0,-1.0,4.5,05.03.2023 boczny_obronca (6'),Polska,30.05.2023
Jerzy Ejsymont,314961552,18.030,,194,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,3.5,-1,-1,-1,-1,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 bramkarz (90'),Polska,30.05.2023
Marek Lukaszewski,312377890,18.104,,295,WC 36,17,World Cup - Round I  Matchday 2,06/05/2024,87,14,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.01.2023 pomocnik (72'),Polska,30.05.2023
Marian Przeperski,322463512,17.080,,148,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,-1,-1,-1,3,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,29.01.2023 napastnik (90'),Polska,30.05.2023
Rafal Durlik,318782125,18.035,T,176,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,-1,2.5,2.5,4.5,-1,5.5,-1.0,2.5,2.5,4.0,-1.0,5.5,28.05.2023 stoper (90'),Polska,30.05.2023
Stanislaw Cichocki,310840968,18.106,,281,WC 36,16,World Cup - Round I  Matchday 1,03/05/2024,87,13,-1,2.5,3.5,3.5,4,4,-1.0,2.5,3.5,3.5,4.0,4.0,28.05.2023 stoper (90'),Polska,30.05.2023
S. Lach,476584256,19.015,,-1,WC 36,12,Continental Championship  Matchday 10,12/04/2024,87,10,-1,4,5,5,-1,-1,-1.0,4.0,5.0,5.0,-1.0,-1.0,-----,Polska,30.05.2023
Tomasz Pyrzyna,314293884,18.032,,232,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,-1,4.5,4.5,5,4.5,-1,-1.0,4.5,4.5,5.0,-1.0,-1.0,28.05.2023 boczny_obronca (90'),Polska,30.05.2023
Wlodzimierz Mrozowski,307627739,18.100,P,389,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,-1,-1,5.5,5,-1,-1.0,-1.0,-1.0,4.5,5.0,-1.0,28.05.2023 skrzydlowy (90'),Polska,30.05.2023
Edmund Pelka,321364769,16.096,P,72,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,1.5,-1,-1,-1,-1,5.5,1.5,-1.0,-1.0,-1.0,-1.0,5.5,14.05.2023 napastnik (90'),Polska,30.05.2023
Florian Brudek,325508227,17.024,,58,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,3,3.5,-1,4,5,-1.0,3.0,3.5,-1.0,4.0,5.0,28.05.2023 skrzydlowy (90'),Polska,30.05.2023
Lech Tomanek,325000624,17.087,,93,WC 37,,Final,,,,2,4.5,5,-1,-1,-1,2.0,4.5,5.0,-1.0,-1.0,-1.0,28.05.2023 bramkarz (90'),Polska,30.05.2023
Maciej Szymankiewicz,326295717,16.088,,65,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,5.5,5.5,5.5,-1,4.5,-1.0,5.5,5.5,5.5,-1.0,4.5,28.05.2023 boczny_obronca (73'),Polska,30.05.2023
Marian Zywczyk,325508151,16.017,,51,WC 37,32,World Cup - Round III  Matchday 1,14/03/2025,90,10,-1,2,-1,2.5,4,5.5,-1.0,2.0,-1.0,2.5,4.0,5.5,28.05.2023 pomocnik (90'),Polska,30.05.2023
Rafal Korycinski,318547721,18.031,P,170,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,5.5,5.5,4,-1,-1,-1.0,5.5,4.5,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,30.05.2023
S. Czarkowski,476346801,18.066,,-2,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,1.5,-1,3.5,-1,5.5,7,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,-----,Polska,05.05.2023
Tomasz Mikitiuk,320221268,17.045,Q,100,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,5,6.5,-1.0,-1.0,-1.0,-1.0,5.0,6.5,28.05.2023 napastnik (90'),Polska,30.05.2023
Tomasz Sipinski,319634486,16.101,T,135,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,4,3,4.5,4.5,-1.0,-1.0,4.0,3.0,4.5,4.5,28.05.2023 skrzydlowy (90'),Polska,30.05.2023
W. Hejmej,476745275,17.037,,-1,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,5.5,5.5,-1,-1,5,-1.0,5.5,5.5,-1.0,-1.0,-1.0,-----,Polska,30.05.2023
