Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update
Przemyslaw Mlodzieniak,321698362,17.107,,142,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,2,4,-1,-1,-1,4,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,15.05.2023 napastnik (78'),Polska,30.05.2023
Slawomir Urbanek,317227113,17.078,,233,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,29.05.2023 napastnik (90'),Polska,30.05.2023
Slawosz Babecki,319628218,17.048,T,170,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,29.05.2023 pomocnik (90'),Polska,30.05.2023
Strzezyslaw Niewczas,322937346,17.044,U,135,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,6,-1,-1,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,29.05.2023 pomocnik (90'),Polska,30.05.2023
Wlodzimierz Nowrotek,320443108,17.013,U,93,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,4.5,4.5,-1,-1,-1,-1.0,4.5,4.5,-1.0,-1.0,-1.0,29.05.2023 stoper (90'),Polska,30.05.2023
Wojciech Brzegowy,323678535,16.081,,114,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,1.5,-1,-1,-1,-1,-1,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,29.05.2023 bramkarz (90'),Polska,30.05.2023
Andrzej Citko,316780132,17.040,,226,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,3,3.5,4,-1,-1,-1.0,3.0,3.0,-1.0,-1.0,-1.0,24.05.2023 stoper (90'),Polska,30.05.2023
Bartosz Hajkowski,325312664,17.044,,87,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Benedykt Myc,320540541,17.005,T,142,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,-1,4,-1,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,24.05.2023 pomocnik (90'),Polska,30.05.2023
Czeslaw Grzelinski,322605789,16.068,T,144,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,-1,4,-1,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,24.05.2023 skrzydlowy (90'),Polska,30.05.2023
Filip Klucz,315616780,17.067,,254,WC 37,2,Friendly,27/09/2024,89,2,-1,3,3.5,3.5,-1,-1,-1.0,3.0,3.5,-1.0,-1.0,-1.0,24.05.2023 stoper (90'),Polska,30.05.2023
Kazimierz Szymiec,320053060,17.026,,177,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,-1,6,-1,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,24.05.2023 skrzydlowy (90'),Polska,30.05.2023
K. Kulczynski,476376390,18.071,,-2,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,5,2.5,2,-1,-1,-1,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-----,Polska,05.05.2023
Leslaw Rec,320043655,16.090,,163,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,4,-1,-1,-1,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,24.05.2023 boczny_obronca (90'),Polska,30.05.2023
Leszek Cwiklik,321750373,16.063,,128,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,4.5,-1,-1,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,24.05.2023 boczny_obronca (90'),Polska,30.05.2023
Maciej Achramowicz,326295226,16.040,,72,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Maciej Wywiol,326295426,17.015,,79,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Mieczyslaw Dobosz,323709418,16.095,U,44,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,4,-1,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,24.05.2023 pomocnik (90'),Polska,30.05.2023
Radoslaw Pacholec,316055191,17.083,P,198,WC 37,,Final,,,,5.5,-1,1,-1,-1,-1,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.05.2023 bramkarz (90'),Polska,30.05.2023
Rafal Kolon,318678085,17.001,,202,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3.5,-1,4.5,4.5,-1,-1.0,3.5,-1.0,-1.0,4.5,-1.0,24.05.2023 stoper (90'),Polska,30.05.2023
Godfryd Borejko,322721121,16.039,,142,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,-1,4.5,4,5,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,30.05.2023 pomocnik (90'),Polska,30.05.2023
Rafal Skieryszak,316372282,17.109,T,226,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,3.5,4.5,5.5,5.5,4,-1.0,3.5,4.5,5.0,-1.0,-1.0,22.05.2023 pomocnik (90'),Polska,30.05.2023
Filip Federkiewicz,319794178,17.012,T,128,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,4,5,3,-1,5,-1.0,4.0,5.0,-1.0,-1.0,-1.0,30.05.2023 stoper (90'),Polska,30.05.2023
Z. Sebzda,476298838,17.094,U,-2,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,-1,-1,6,5.5,4,-1.0,-1.0,-1.0,6.0,5.5,4.0,-----,Polska,05.05.2023
Wojtek Swieczkowski,322842432,17.074,H,135,WC 37,1,Friendly,20/09/2024,89,1,-1,4.5,4.5,5.5,4.5,6,-1.0,4.5,4.5,5.5,-1.0,-1.0,29.05.2023 stoper (90'),Polska,30.05.2023
Tadeusz Gebauer,321365610,17.050,U,100,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,3,-1,5,6,-1.0,-1.0,3.0,-1.0,5.0,6.0,30.05.2023 napastnik (90'),Polska,30.05.2023
Wlodzimierz Kasowski,323284724,16.099,H,114,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,5.5,6,4.5,6.5,4.5,-1.0,5.5,6.0,-1.0,6.5,4.5,29.05.2023 stoper (82'),Polska,30.05.2023
Franciszek Karwan,321796300,16.050,,86,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,3.5,3.5,2.5,-1,4.5,-1.0,-1.0,3.5,2.5,-1.0,4.5,29.05.2023 stoper (8'),Polska,30.05.2023
Leslaw Papis,320982537,17.039,T,65,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,3,-1,-1,7,-1.0,-1.0,3.0,-1.0,-1.0,7.0,30.05.2023 napastnik (90'),Polska,30.05.2023
Przemyslaw Bekasiak,326576680,15.086,Q,51,WC 38,,Final,,,,-1,-1,4,-1,4,-1,-1.0,-1.0,4.0,-1.0,4.0,-1.0,30.05.2023 skrzydlowy (90'),Polska,30.05.2023
Henryk Sienkiewicz,323323592,16.097,,107,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,3,4,3,5,5.5,-1.0,3.0,4.0,3.0,5.0,5.5,30.05.2023 napastnik (90'),Polska,30.05.2023
Piotr Buchner,317529911,17.033,,184,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,4.5,-1,5,7,-1.0,-1.0,4.5,-1.0,5.0,6.0,29.05.2023 napastnik (90'),Polska,30.05.2023
Boguslaw Marosz,306694543,18.096,,317,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,4.5,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.05.2023 bramkarz (90'),Polska,30.05.2023
Adam Gronek,313190829,18.051,,261,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,5,1.5,-1,-1,-1,-1,5.0,1.5,-1.0,-1.0,-1.0,-1.0,22.05.2023 bramkarz (90'),Polska,30.05.2023
Andrzej Gaweda,327047294,15.094,,51,WC 37,40,World Cup - Round V  Matchday 3,18/04/2025,90,15,-1,-1,3.5,4.5,-1,3.5,-1.0,-1.0,3.5,4.5,-1.0,3.5,02.05.2023 napastnik (90'),Polska,30.05.2023
Andrzej Krajcarz,323421130,16.099,,114,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,3,5.5,4,4,-1.0,-1.0,3.0,5.5,-1.0,4.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Cyryl Wyzinski,323652520,16.067,,100,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,3.5,3,5.5,4.5,4.5,-1.0,3.0,-1.0,5.5,4.5,4.5,26.05.2023 pomocnik (90'),Polska,30.05.2023
Dawid Malutki,311841933,18.108,,268,WC 36,16,World Cup - Round I  Matchday 1,03/05/2024,87,13,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 bramkarz (90'),Polska,30.05.2023
Eduard Salohub,321433037,16.069,H,121,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,2,4,4.5,5,4.5,-1.0,-1.0,4.0,4.5,5.0,4.5,26.05.2023 boczny_obronca (90'),Polska,30.05.2023
G. Filipowski,476467470,17.022,U,-2,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,4.5,5,6,7.5,-1.0,-1.0,-1.0,5.0,6.0,7.5,-----,Polska,16.05.2023
Jan Kuderski,325326191,15.102,P,86,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,-1,3,4,3.5,5,-1.0,-1.0,3.0,4.0,3.5,5.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
Konrad Lagodzki,324616181,16.042,,107,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,3.5,3.5,4.5,4.5,5.5,-1.0,3.0,3.5,4.5,4.5,5.5,26.05.2023 stoper (90'),Polska,30.05.2023
Marcin Kielczykowski,321796255,17.085,,93,WC 37,,Final,,,,-1,-1,3,3.5,3.5,6,-1.0,-1.0,3.0,3.5,3.5,6.0,19.03.2023 boczny_obronca (90'),Polska,30.05.2023
Miroslaw Kostuch,327354521,16.052,U,58,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,4,4,4,4,5.5,-1.0,4.0,4.0,4.0,4.0,5.5,26.05.2023 stoper (90'),Polska,30.05.2023
Roman Lenczyk,324113726,16.069,,65,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,3.5,4.5,5.5,6,-1,-1.0,3.5,4.5,5.5,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Stanislaw Piekielko,319883881,16.096,H,135,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,3,3,5.5,4.5,4,-1.0,3.0,3.0,5.5,-1.0,4.0,26.05.2023 stoper (90'),Polska,30.05.2023
Strzezyslaw Muniak,326380513,16.007,T,72,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,4,4.5,4,4,-1.0,-1.0,4.0,4.5,4.0,4.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
Alfons Bobin,322605908,16.103,,130,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,5,-1,7,-1,-1.0,-1.0,5.0,-1.0,6.0,-1.0,24.05.2023 boczny_obronca (90'),Polska,30.05.2023
Boleslaw Szalkowski,328552656,15.082,P,42,WC 38,,Final,,,,5,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,05.05.2023 bramkarz (90'),Polska,30.05.2023
Gawel Skreta,323652208,17.055,,90,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,5,-1,5.5,-1,-1.0,-1.0,5.0,-1.0,5.5,-1.0,24.05.2023 skrzydlowy (90'),Polska,30.05.2023
Kamil Rogozik,326635696,16.038,,75,WC 37,28,World Cup - Round II  Matchday 3,21/02/2025,90,7,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,24.05.2023 napastnik (90'),Polska,30.05.2023
Lukasz Szocinski,328015820,16.091,,53,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,3.5,-1,4,4.5,5.5,-1.0,3.5,-1.0,4.0,4.5,5.5,24.05.2023 napastnik (90'),Polska,30.05.2023
Maciej Oblakowski,318998875,18.043,T,162,WC 36,26,World Cup - Round II  Matchday 1,05/07/2024,88,6,-1,-1,-1,3,3.5,-1,-1.0,-1.0,-1.0,3.0,3.5,-1.0,13.04.2023 pomocnik (90'),Polska,30.05.2023
Marian Ludyga,317207044,17.028,,71,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,-1,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.03.2023 skrzydlowy (20'),Polska,30.05.2023
Olaf Kosmider,324498477,16.065,,113,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,1.5,-1,-1,-1,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,24.05.2023 napastnik (90'),Polska,30.05.2023
Pawel Szemicki,315798522,18.033,,172,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,1.5,4,4,-1,-1,-1,-1.0,4.0,3.5,-1.0,-1.0,-1.0,10.05.2023 boczny_obronca (90'),Polska,30.05.2023
Piotr Radon,322503906,16.104,,122,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,3,-1,-1,5.5,-1,-1.0,3.0,-1.0,-1.0,5.5,-1.0,24.05.2023 skrzydlowy (90'),Polska,30.05.2023
P. Koplin,476391414,17.039,H,-2,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,5.5,6,6.5,6,-1,-1.0,-1.0,5.0,-1.0,6.0,-1.0,-----,Polska,05.05.2023
Robert Kielb,324873113,16.083,,104,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,24.05.2023 pomocnik (90'),Polska,30.05.2023
Sebastian Krakowian,324903365,17.017,P,85,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,6,2,-1,-1,-1,-1,6.0,2.0,-1.0,-1.0,-1.0,-1.0,24.05.2023 bramkarz (90'),Polska,30.05.2023
