"Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update"
"Feliks Worwa,328016313,15.110,Q,78,WC 38,1,Friendly,02/05/2025,91,1,-1,-1,-1,-1,5.5,4.5,-1.0,-1.0,-1.0,-1.0,5.5,4.5,03.07.2023 napastnik (90'),Polska,05.07.2023"
"Adrian Burdzik,327202288,16.066,Q85,85,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,-1,1.5,-1,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,03.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Henryk Ogorek,327738736,16.025,,94,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,-1,2.5,-1,-1,-1,5,-1.0,2.0,-1.0,-1.0,-1.0,5.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Joachim Czosnek,327738729,15.106,,94,WC 38,2,Friendly,09/05/2025,91,2,-1,2.5,-1,3,-1,2.5,-1.0,2.5,-1.0,3.0,-1.0,2.5,03.07.2023 pomocnik (90'),Polska,05.07.2023"
"Kazimierz Bzowy,327738731,15.102,,94,WC 38,3,Continental Championship  Matchday 1,16/05/2025,91,3,-1,-1,-1,-1,4,5,-1.0,-1.0,-1.0,-1.0,4.0,5.0,24.04.2023 napastnik (90'),Polska,05.07.2023"
"Marcin Pasternak,327738733,16.068,,94,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,-1,-1,1.5,2.5,-1,3,-1.0,-1.0,1.5,2.5,-1.0,2.5,05.06.2023 napastnik (90'),Polska,05.07.2023"
"Marek Monastyrski,327738734,16.094,,94,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,1.5,-1,-1,-1,3.5,3,1.5,-1.0,-1.0,-1.0,3.5,3.0,03.07.2023 bramkarz (90'),Polska,05.07.2023"
"Maurycy Wyszynski,327738735,17.012,,94,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,1.5,-1,2,3,-1.0,-1.0,1.5,-1.0,2.0,3.0,05.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Odon Kocylowski,327738727,16.040,,94,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,2.5,3,3,-1.0,-1.0,-1.0,2.5,3.0,3.0,05.06.2023 pomocnik (90'),Polska,05.07.2023"
"Pawel Mallek,327738730,16.075,,94,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,2,-1,-1,-1,-1,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Robert Drosik,327738739,16.035,,94,WC 37,36,World Cup - Round IV  Matchday 2,31/03/2025,90,13,-1,3,4,-1,5,3,-1.0,3.0,4.0,-1.0,5.0,3.0,03.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Wieslaw Dudaszek,327738737,16.103,,94,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,03.07.2023 pomocnik (90'),Polska,05.07.2023"
"Wiktor Zalubski,327738724,16.030,,94,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,17.04.2023 pomocnik (90'),Polska,05.07.2023"
"Andrzej Godyn,328724227,17.047,P,77,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,0.5,-1,2.5,-1,-1,-1,0.5,-1.0,2.5,-1.0,-1.0,-1.0,03.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Apoloniusz Korol,328724218,16.109,,77,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,2,2.5,-1,4,-1,-1.0,2.0,2.5,-1.0,4.0,-1.0,01.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Boleslaw Paz,328724219,17.039,,77,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,2.5,-1,3.5,3.5,5,-1.0,2.5,-1.0,3.5,3.5,5.0,01.07.2023 pomocnik (90'),Polska,05.07.2023"
"Franciszek Opiela,328724226,15.091,,77,WC 38,6,Continental Championship  Matchday 4,26/05/2025,91,5,1.5,-1,-1,-1,3,-1,1.5,-1.0,-1.0,-1.0,3.0,-1.0,03.06.2023 bramkarz (90'),Polska,05.07.2023"
"Gustaw Dybicz,328724222,17.056,,77,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,-1,4,4.5,-1.0,-1.0,-1.0,-1.0,4.0,4.5,01.07.2023 napastnik (90'),Polska,05.07.2023"
"Gustaw Glowania,328724225,15.089,,77,WC 38,6,Continental Championship  Matchday 4,26/05/2025,91,5,-1,3.5,-1,-1,-1,3.5,-1.0,3.5,-1.0,-1.0,-1.0,3.5,03.06.2023 stoper (90'),Polska,05.07.2023"
"Jakub Datta,328724223,16.111,,77,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,4,-1,-1,-1,2,-1.0,4.0,-1.0,-1.0,-1.0,2.0,01.07.2023 napastnik (90'),Polska,05.07.2023"
"Jan Matwij,328724216,15.095,,77,WC 38,5,Continental Championship  Matchday 3,23/05/2025,91,4,-1,3,-1,4,-1,-1,-1.0,3.0,-1.0,4.0,-1.0,-1.0,01.07.2023 stoper (90'),Polska,05.07.2023"
"Jozef Kajdas,328724220,15.097,,77,WC 38,4,Continental Championship  Matchday 2,19/05/2025,91,4,-1,-1,-1,2,-1,-1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,01.07.2023 pomocnik (90'),Polska,05.07.2023"
"Jozef Moszczynski,328724215,16.045,,77,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,1,1.5,-1,-1,-1,-1.0,1.0,1.5,-1.0,-1.0,-1.0,01.07.2023 stoper (90'),Polska,05.07.2023"
"Lech Swierzynski,328724224,16.051,,77,WC 37,32,World Cup - Round III  Matchday 1,14/03/2025,90,10,-1,-1,-1,-1,-1,3,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,22.04.2023 napastnik (90'),Polska,05.07.2023"
"Ludwik Klimowicz,328724221,16.027,,77,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,-1,2.5,3,3,-1,-1.0,-1.0,2.5,3.0,3.0,-1.0,01.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Stanislaw Gadula,328724228,16.093,,77,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,3,-1,-1,-1,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,29.04.2023 boczny_obronca (90'),Polska,05.07.2023"
"Waldemar Wrazen,328724217,17.013,,77,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,2.5,2.5,-1,-1,-1,-1.0,2.5,2.5,-1.0,-1.0,-1.0,01.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Wladyslaw Pachura,328724214,15.089,,77,WC 38,6,Continental Championship  Matchday 4,26/05/2025,91,5,1,-1,3,-1,-1,2.5,1.0,-1.0,3.0,-1.0,-1.0,2.5,01.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Adrian Tataruch,326811907,16.050,T,110,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,2,2.5,3,-1,-1,-1.0,2.0,2.5,3.0,-1.0,-1.0,02.07.2023 stoper (90'),Polska,05.07.2023"
"Amadeusz Wawrzak,325551344,16.087,,94,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,1,-1,3.5,-1,-1,-1,1.0,-1.0,3.5,-1.0,-1.0,-1.0,02.07.2023 bramkarz (90'),Polska,05.07.2023"
"Ariel Folek,326811912,17.015,,110,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,2,-1,1.5,-1,-1,-1.0,-1.0,-1.0,1.5,-1.0,-1.0,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Damian Szymonek,326811915,16.111,,110,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,-1,3.5,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,02.07.2023 napastnik (90'),Polska,05.07.2023"
"Dariusz Wirkowski,327020658,16.066,,80,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Franciszek Beliczynski,326811914,17.015,,110,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,3.5,-1,-1,3,3.5,-1.0,-1.0,-1.0,-1.0,3.0,3.5,02.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Hubert Zadelek,326811906,17.000,,110,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,3,3,-1,-1,-1,-1.0,2.5,3.0,-1.0,-1.0,-1.0,02.07.2023 stoper (90'),Polska,05.07.2023"
"Ignacy Dmoch,326811908,17.002,P,110,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,3.5,3.5,-1,3.5,-1,-1.0,2.5,3.5,-1.0,3.5,-1.0,02.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Jakub Majerczak,326811905,16.075,,110,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,0.5,1,1,-1,1.5,-1,0.5,1.0,1.0,-1.0,1.5,-1.0,02.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Jerzy Stasilowicz,326811917,16.054,,110,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,-1,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,02.07.2023 napastnik (90'),Polska,05.07.2023"
"Klaudiusz Olszowy,326811922,16.004,,110,WC 38,1,Friendly,02/05/2025,91,1,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,19.03.2023 pomocnik (90'),Polska,05.07.2023"
"Kuba Koczewski,326811919,17.013,,110,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,0.5,-1,-1,-1,-1,-1,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,19.03.2023 bramkarz (90'),Polska,05.07.2023"
"Maciej Mrowczynski,327811938,16.017,,87,WC 37,40,World Cup - Round V  Matchday 3,18/04/2025,90,15,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Mateusz Chojeta,326811918,16.046,T,110,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,-1,-1,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,19.03.2023 napastnik (90'),Polska,05.07.2023"
"Pylyp Cherniak,326811913,16.049,T,110,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,-1,-1,3.5,3.5,-1,-1.0,-1.0,-1.0,3.5,3.5,-1.0,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Wlodzimierz Trojanowicz,326811909,16.011,,110,WC 38,,Final,,,,-1,-1,3.5,2.5,4,3.5,-1.0,-1.0,3.5,2.5,4.0,3.5,02.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Adrian Putkowski,314083524,17.110,T,328,WC 37,1,Friendly,20/09/2024,89,1,1,-1,-1,4.5,-1,2.5,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,03.07.2023 pomocnik (90'),Polska,05.07.2023"
"Aleksander Kolba,314083527,18.050,,328,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,2,-1,3.5,3,3,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,03.07.2023 napastnik (90'),Polska,05.07.2023"
"Artur Chelminiak,322482953,17.043,,164,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,-1,-1,4,-1,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,03.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"August Goehs,314083529,18.084,,328,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,0.5,1.5,-1,1.5,-1,-1,0.5,-1.0,-1.0,1.5,-1.0,-1.0,25.10.2022 bramkarz (90'),Polska,05.07.2023"
"B. Kastelik,477326597,17.055,S,-2,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,-----,Polska,20.06.2023"
"Cezary Osika,314083515,18.090,Q,328,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,0.5,-1,-1,-1,2.5,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,03.07.2023 napastnik (90'),Polska,05.07.2023"
"Czeslaw Rutecki,314083522,18.030,,328,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,2,2.5,3,3,-1,-1.0,-1.0,2.5,-1.0,3.0,-1.0,16.01.2023 boczny_obronca (90'),Polska,05.07.2023"
"Edward Krezel,315693851,18.015,,232,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Fryderyk Homa,314083523,18.020,U,328,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,0.5,1.5,-1,2,3,-1,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Jakub Majerczyk,314083525,18.023,,328,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,-1,2.5,-1,3.5,3,3,-1.0,-1.0,-1.0,3.5,3.0,-1.0,16.01.2023 pomocnik (90'),Polska,05.07.2023"
"Maciej Zdubiel,314083517,18.093,T,328,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,-1,1,-1,3,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,03.07.2023 napastnik (90'),Polska,05.07.2023"
"Marian Kuwik,314102199,18.043,,308,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,-1,-1,-1,6,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,03.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Mariusz Mulak,316836885,17.074,U,209,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,03.07.2023 pomocnik (90'),Polska,05.07.2023"
"Patryk Chmura,315329438,18.061,U,249,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,2,-1,-1,-1,-1,-1,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,03.07.2023 bramkarz (90'),Polska,05.07.2023"
"Stanislaw Fruba,314083526,18.019,,328,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,1.5,-1,-1,2,1.5,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Tomasz Pioterek,314083516,19.005,,328,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,-1,4,4,4.5,3.5,-1.0,-1.0,4.0,4.0,-1.0,-1.0,26.06.2023 pomocnik (90'),Polska,05.07.2023"
"Amadeusz Gajdzik,327932461,15.099,T,80,WC 38,4,Continental Championship  Matchday 2,19/05/2025,91,4,4.5,2,-1,-1,-1,-1,4.5,2.0,-1.0,-1.0,-1.0,-1.0,24.06.2023 bramkarz (59'),Polska,05.07.2023"
"I. Sielag,476682898,17.065,P,-2,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,5,4,-1,-1,-1,-1.0,4.5,4.0,-1.0,-1.0,-1.0,-----,Polska,01.06.2023"
"I. Panejko,476805235,17.082,,-2,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,2,5.5,5.5,4,-1,-1,-1.0,5.5,4.5,-1.0,-1.0,-1.0,-----,Polska,20.06.2023"
"I. Sienkowski,476716188,17.088,,-2,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,1,2.5,3.5,4,5.5,8,-1.0,-1.0,3.5,-1.0,-1.0,6.0,-----,Polska,01.06.2023"
"Jan Malec,327742458,17.078,,94,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,5.5,5.5,-1,5.5,-1,-1.0,5.5,5.5,-1.0,5.5,-1.0,01.07.2023 skrzydlowy (90'),Polska,05.07.2023"
