Dawid Jedro,315353231,17.018,,202,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,3,3.5,2.5,-1,5.5,-1.0,3.0,3.5,-1.0,-1.0,-1.0,15.04.2023 pomocnik (80'),Polska,17.04.2023
Delf Bleek,326140255,15.058,,9,WC 37,38,World Cup - Round V  Matchday 1,11/04/2025,90,14,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,15.04.2023 pomocnik (10'),Polska,17.04.2023
Franciszek Fludra,325701811,15.090,H,34,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,3.5,4.5,-1,-1.0,-1.0,-1.0,3.5,4.5,-1.0,15.04.2023 pomocnik (90'),Polska,17.04.2023
Igor Wojciak,320179488,16.040,,109,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,5,2.5,-1,-1,-1,1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,15.04.2023 bramkarz (90'),Polska,17.04.2023
Joachim Kusmierski,318630436,16.097,P,161,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,3,3,5,4,2.5,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,15.04.2023 skrzydlowy (3'),Polska,17.04.2023
Karol Gworek,323375366,16.014,,86,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,3,3.5,-1,-1,-1.0,-1.0,3.0,3.5,-1.0,-1.0,15.04.2023 boczny_obronca (90'),Polska,17.04.2023
Kazimierz Przezdziecki,326708834,15.072,,16,WC 37,35,World Cup - Round IV  Matchday 1,28/03/2025,90,12,-1,-1,-1,-1,2.5,-1,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,15.04.2023 skrzydlowy (90'),Polska,17.04.2023
Marek Bruchajzer,325288799,15.100,,37,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,4,-1,4.5,-1.0,-1.0,-1.0,4.0,-1.0,4.5,15.04.2023 napastnik (90'),Polska,17.04.2023
Przemyslaw Klusek,324775192,16.023,,58,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,-1,6,-1,-1,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,15.04.2023 pomocnik (90'),Polska,17.04.2023
Przybymir Kokoszkiewicz,322428331,16.012,,102,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,4.5,-1,-1,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,15.04.2023 boczny_obronca (90'),Polska,17.04.2023
Stanislaw Friedrich,323462796,16.068,,76,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,5,4,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,25.03.2023 pomocnik (90'),Polska,17.04.2023
Stanislaw Koluch,324683410,16.057,,65,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,2,-1,-1,-1,-1,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,18.03.2023 stoper (90'),Polska,17.04.2023
Tomasz Slodyczka,311878702,17.069,,273,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,1.5,-1,4.5,4,5,-1,1.5,-1.0,-1.0,-1.0,5.0,-1.0,11.03.2023 skrzydlowy (90'),Polska,17.04.2023
Wladyslaw Szczupakowski,319340292,17.044,,147,WC 37,,Final,,,,-1,-1,-1,-1,4,5.5,-1.0,-1.0,-1.0,-1.0,4.0,5.5,15.04.2023 skrzydlowy (87'),Polska,17.04.2023
Aleksander Witon,322690645,16.010,T,99,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,-1,-1,5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,12.04.2023 napastnik (90'),Polska,17.04.2023
Antoni Zug,313063063,18.022,,232,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,-1,3.5,5,6,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,26.03.2023 skrzydlowy (90'),Polska,17.04.2023
Damian Kasperuk,325883561,16.032,Q,43,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,17.04.2023
Franciszek Ziolkowski,326119465,15.088,,8,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,2,-1,-1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Gniewosz Wieclaw,323762344,15.090,,71,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,05.04.2023 pomocnik (90'),Polska,17.04.2023
Henryk Jaros,317325997,17.024,P,178,WC 37,2,Friendly,27/09/2024,89,2,-1,3.5,-1,-1,-1,-1,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,12.04.2023 stoper (90'),Polska,17.04.2023
Hubert Perek,325551063,15.055,,50,WC 37,39,World Cup - Round V  Matchday 2,14/04/2025,90,15,-1,-1,-1,2.5,-1,5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,12.04.2023 napastnik (90'),Polska,17.04.2023
Igor Ludwiniak,319213807,16.057,,57,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,7,-1,-1,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Jakub Ciebiera,326167010,15.104,,15,WC 37,29,World Cup - Round II  Matchday 4,24/02/2025,90,8,4,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.04.2023 bramkarz (90'),Polska,17.04.2023
Jerzy Byliniak,315956800,17.060,P,210,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,4.5,-1,5.5,5.5,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,12.04.2023 stoper (90'),Polska,17.04.2023
Jerzy Kuster,315112186,17.048,H,110,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,-1,-1,3,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,12.04.2023 napastnik (90'),Polska,17.04.2023
Joachim Zgorzelski,319226580,17.003,P,162,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,5.5,5.5,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,12.04.2023 skrzydlowy (90'),Polska,17.04.2023
Jozef Trzaski,325326029,16.086,,29,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,-1,5.5,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,12.04.2023 skrzydlowy (90'),Polska,17.04.2023
Lech Barton,307781809,18.064,P,302,WC 36,16,World Cup - Round I  Matchday 1,03/05/2024,87,13,1.5,-1,-1,2.5,-1,-1,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,05.04.2023 bramkarz (90'),Polska,17.04.2023
Marek Ladzinski,326708753,15.092,,21,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Andrzej Gminski,321256916,16.083,Q,64,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,3.5,6,-1,-1,5,-1.0,-1.0,4.0,-1.0,-1.0,3.5,12.04.2023 boczny_obronca (60'),Polska,17.04.2023
Andrzej Kasperkowiak,325701780,15.050,,21,WC 37,40,World Cup - Round V  Matchday 3,18/04/2025,90,15,-1,-1,-1,4.5,6.5,-1,-1.0,-1.0,-1.0,4.5,4.5,-1.0,12.04.2023 skrzydlowy (90'),Polska,17.04.2023
Bartlomiej Czosnowski,317862329,17.019,,162,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,5.5,5.5,6.5,8,7.5,-1.0,5.0,-1.0,6.5,-1.0,7.5,12.04.2023 napastnik (90'),Polska,17.04.2023
Bohdan Szeluga,320856729,16.098,T,42,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,5.5,-1,8.5,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,12.04.2023 napastnik (60'),Polska,17.04.2023
Daniel Walaszkowski,318041060,17.065,T,169,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,7,6,7,5.5,5.5,-1.0,-1.0,-1.0,5.5,-1.0,5.5,12.04.2023 pomocnik (90'),Polska,17.04.2023
Dariusz Macias,318064590,17.049,,126,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,-1,-1,7,7,5.5,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Emil Ryczkowski,322199072,16.020,T,99,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,6.5,6.5,5,6.5,4,-1.0,4.5,5.5,5.0,-1.0,-1.0,12.04.2023 boczny_obronca (90'),Polska,17.04.2023
Gaudenty Jarmolowski,323678515,16.008,,14,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,6.5,-1,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,12.04.2023 stoper (65'),Polska,17.04.2023
Idzi Stepowski,319265521,17.007,T,134,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,3.5,-1,7,-1,5,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Jan Koltowski,321432806,17.022,,35,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,-1,-1,4.5,-1,5.5,-1.0,-1.0,-1.0,4.5,-1.0,5.5,27.03.2023 napastnik (90'),Polska,17.04.2023
Janusz Lipowski,326019781,16.090,,8,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,-1,5,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.04.2023 napastnik (30'),Polska,17.04.2023
Jozef Baginski,320874918,16.054,,77,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,4,4,6,6,-1.0,-1.0,-1.0,4.0,-1.0,5.0,10.04.2023 skrzydlowy (1'),Polska,17.04.2023
Jozef Salwerowicz,319627672,16.046,,50,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,4,5.5,-1,5,-1,-1.0,4.0,4.0,-1.0,-1.0,-1.0,03.04.2023 stoper (90'),Polska,17.04.2023
Leslaw Necki,326433239,16.015,,29,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,4.5,6,-1,-1,5,-1.0,4.5,-1.0,-1.0,-1.0,5.0,12.04.2023 boczny_obronca (30'),Polska,17.04.2023
Pawel Dybas,318117648,16.106,H,119,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,6,5.5,6.5,5.5,-1.0,-1.0,-1.0,-1.0,6.0,5.5,12.04.2023 skrzydlowy (90'),Polska,17.04.2023
Piotr Scigalski,318373120,16.076,,71,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,5.5,6,5,5,5.5,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,12.04.2023 stoper (25'),Polska,17.04.2023
Radoslaw Bakun,313905913,18.072,,232,WC 36,15,Continental Championship - Finals,26/04/2024,87,12,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,12.04.2023 bramkarz (90'),Polska,17.04.2023
Albert Rojewski,311567527,18.066,,271,WC 36,15,Continental Championship - Finals,26/04/2024,87,12,-1,-1,-1,4,4.5,6,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,12.04.2023 skrzydlowy (90'),Polska,17.04.2023
Edward Ganowicz,322743899,16.008,,47,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,17.04.2023
Gniewosz Wroblewski,305968987,18.075,,303,WC 36,14,Continental Championship - Semifinals,22/04/2024,87,12,-1,3.5,-1,4,5,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Ignacy Swircz,307457146,18.092,,317,WC 36,11,Continental Championship  Matchday 9,05/04/2024,87,9,-1,-1,-1,4.5,-1,3.5,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Jacek Jurasz,306674204,18.043,,348,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,-1,-1,-1,3,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,12.04.2023 napastnik (90'),Polska,17.04.2023
Jan Stanczewski,302920639,18.106,Q,379,WC 36,9,Continental Championship  Matchday 7,22/03/2024,87,7,1,-1,-1,3.5,5.5,5.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.02.2023 skrzydlowy (28'),Polska,17.04.2023
Karol Fuja,324103523,15.105,P,58,WC 37,28,World Cup - Round II  Matchday 3,21/02/2025,90,7,-1,2.5,-1,-1,-1,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,12.04.2023 stoper (90'),Polska,17.04.2023
Konstanty Wiewior,315093336,18.061,,225,WC 36,17,World Cup - Round I  Matchday 2,06/05/2024,87,14,6,1.5,1,-1,-1,-1,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.04.2023 bramkarz (90'),Polska,17.04.2023
Leslaw Chojecki,319639646,17.069,T,152,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,5,-1,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,12.04.2023 stoper (90'),Polska,17.04.2023
Marcin Guciak,298469824,20.026,H,435,WC 36,,Final,,,,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,23.11.2022 pomocnik (90'),Polska,17.04.2023
Marcin Markuszewski,298545455,19.078,,505,WC 36,,Final,,,,-1,-1,-1,-1,4.5,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,25.01.2023 skrzydlowy (90'),Polska,17.04.2023
Pawel Langowski,307153163,18.040,U,295,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,-1,-1,-1,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,12.04.2023 skrzydlowy (90'),Polska,17.04.2023
Przemyslaw Plaski,322472769,16.044,,81,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,-1,-1,-1,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,25.01.2023 napastnik (90'),Polska,17.04.2023
Seweryn Drzazdzynski,318416063,17.081,,121,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,-1,-1,6,-1,-1,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,12.04.2023 pomocnik (90'),Polska,17.04.2023
Szymon Grabias,313884185,17.075,U,211,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,4.5,4.5,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,12.04.2023 stoper (90'),Polska,17.04.2023
Waldemar Machaj,312635182,18.081,,203,WC 36,12,Continental Championship  Matchday 10,12/04/2024,87,10,-1,-1,3,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,12.04.2023 napastnik (90'),Polska,17.04.2023
Zenon Pacholarz,316365001,17.041,,191,WC 37,,Final,,,,-1,3.5,-1,3.5,4.5,-1,-1.0,-1.0,-1.0,3.5,4.5,-1.0,15.02.2023 skrzydlowy (62'),Polska,17.04.2023
Adam Gacioch,312015523,18.057,,252,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,-1,-1,6.5,-1,7,-1.0,-1.0,-1.0,6.0,-1.0,5.5,13.04.2023 pomocnik (90'),Polska,17.04.2023
Adam Kolek,314740218,18.049,T,174,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,-1,5,4,-1,5.5,5.5,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,13.04.2023 stoper (90'),Polska,17.04.2023
Bogumil Gburzynski,304231811,18.105,,304,WC 36,9,Continental Championship  Matchday 7,22/03/2024,87,7,2,4.5,6,7,5.5,8,-1.0,-1.0,-1.0,6.0,-1.0,6.0,13.04.2023 pomocnik (90'),Polska,17.04.2023
Dariusz Sochor,321251418,17.043,,49,WC 37,,Final,,,,-1,2.5,-1,6,3.5,7,-1.0,-1.0,-1.0,5.0,3.5,-1.0,13.04.2023 pomocnik (90'),Polska,17.04.2023
Drogomir Kitowski,317123856,17.111,P,119,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,2,4.5,-1,3.5,4,4,2.0,-1.0,-1.0,-1.0,-1.0,3.5,07.04.2023 napastnik (90'),Polska,17.04.2023
Fryderyk Koscielniak,315013915,17.100,H,228,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,2,4,5.5,4,4.5,-1,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,13.04.2023 boczny_obronca (90'),Polska,17.04.2023
Grzegorz Derc,326158212,15.062,,34,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,6,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.04.2023 bramkarz (48'),Polska,17.04.2023
Jan Tlalka,314367832,17.032,,154,WC 37,1,Friendly,20/09/2024,89,1,-1,2,-1,2.5,-1,5.5,-1.0,1.5,-1.0,2.5,-1.0,4.5,07.04.2023 napastnik (90'),Polska,17.04.2023
Jedrzej Kurczab,311513113,17.111,,180,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,6.5,5.5,-1,4.5,5,-1.0,-1.0,5.5,-1.0,-1.0,-1.0,13.04.2023 boczny_obronca (90'),Polska,17.04.2023
Jerzy Krzebietke,305409979,18.056,,357,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,-1,6,-1,6.5,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,13.04.2023 skrzydlowy (90'),Polska,17.04.2023
Kazimierz Bagrowski,324091751,16.023,,75,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,6,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,13.04.2023 bramkarz (42'),Polska,17.04.2023
Leslaw Berecki,319246910,17.006,P,145,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,4.5,6.5,8,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,13.04.2023 napastnik (85'),Polska,17.04.2023
Maksymilian Stopyra,319580114,17.020,,110,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,1.5,-1,3.5,2.5,7,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,07.04.2023 skrzydlowy (38'),Polska,17.04.2023
Piotr Podosek,324086115,16.050,H,14,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,4.5,-1,7.5,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,13.04.2023 napastnik (5'),Polska,17.04.2023
Waldemar Kotas,324910357,17.005,,61,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,-1,5,8.5,-1.0,-1.0,-1.0,-1.0,5.0,6.5,13.04.2023 skrzydlowy (90'),Polska,17.04.2023
Wilhelm Jurek,306597201,18.049,,264,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,-1,-1,2,5,-1,7,-1.0,-1.0,1.5,-1.0,-1.0,5.0,13.04.2023 napastnik (87'),Polska,17.04.2023
Wojciech Eichstaedt,322064951,16.035,,43,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,3.5,-1,7,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,13.04.2023 napastnik (3'),Polska,17.04.2023
Bogdan Muzyk,300697563,19.041,,414,WC 36,,Final,,,,5,-1,-1,-1,1.5,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,10.02.2023 napastnik (90'),Polska,17.04.2023
Chrystian Rusiniak,317348109,17.013,,141,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,14.04.2023 pomocnik (90'),Polska,17.04.2023
Dariusz Ziarkowski,315112073,17.048,,204,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,-1,4.5,-1,-1,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,14.04.2023 boczny_obronca (90'),Polska,17.04.2023
Fabrycjusz Dzieciatkowski,310622610,17.097,U,301,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,3.5,4.5,4,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,14.04.2023 napastnik (90'),Polska,17.04.2023
Fryderyk Majerczyk,316742111,17.013,,176,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,-1,-1,-1,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,10.03.2023 napastnik (90'),Polska,17.04.2023
Grzegorz Michon,313087342,17.086,H,255,WC 36,32,World Cup - Round III  Matchday 1,02/08/2024,88,10,-1,-1,4.5,3,-1,-1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,27.11.2022 pomocnik (90'),Polska,17.04.2023
Jerzy Borowy,311741582,17.079,P,239,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,5.5,5,5.5,-1,4.5,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,14.04.2023 stoper (50'),Polska,17.04.2023
Jerzy Klosowski,321750322,16.079,,113,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,-1,5,-1,-1,-1,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,14.04.2023 boczny_obronca (90'),Polska,17.04.2023
Kamil Kobylkiewicz,308409538,18.089,,265,WC 36,11,Continental Championship  Matchday 9,05/04/2024,87,9,4.5,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.04.2023 bramkarz (90'),Polska,17.04.2023
Krzysztof Hajzler,322409303,16.034,,64,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,-1,4.5,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,14.04.2023 napastnik (90'),Polska,17.04.2023
Maureliusz Skalski,308343684,18.051,,344,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,-1,5.5,6,5.5,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,10.02.2023 stoper (90'),Polska,17.04.2023
Michal Lekan,323269088,16.053,,91,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,4.5,3,-1,-1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,14.04.2023 pomocnik (90'),Polska,17.04.2023
Patryk Jaros,311473933,18.018,,246,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,-1,5,4,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,10.03.2023 pomocnik (90'),Polska,17.04.2023
Pawel Mitko,318041380,16.074,,120,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,-1,-1,5.5,3.5,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,14.04.2023 skrzydlowy (90'),Polska,17.04.2023
Sebastian Ferdynus,317731463,16.105,,155,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,5,4.5,-1,-1,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,14.04.2023 stoper (40'),Polska,17.04.2023
Sebastian Osak,321120936,16.095,,127,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,14.04.2023 pomocnik (90'),Polska,17.04.2023
Wirginiusz Rutkowski,320031560,16.065,,85,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,-1,-1,5.5,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,14.04.2023 skrzydlowy (90'),Polska,17.04.2023
Amadeusz Kieliszek,320820957,16.058,H,127,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,5.5,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,17.04.2023 napastnik (90'),Polska,17.04.2023
Andrzej Miaczynski,317605719,16.111,,157,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,5.5,5,-1,-1.0,-1.0,-1.0,5.5,5.0,-1.0,13.03.2023 skrzydlowy (90'),Polska,17.04.2023
Hubert Chelminski,323293853,16.049,U,50,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,3.5,-1,3.5,5,-1,-1.0,-1.0,-1.0,3.5,5.0,-1.0,17.04.2023 skrzydlowy (90'),Polska,17.04.2023
Innocenty Brudlo,309131547,18.038,,289,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,5,-1,-1,2.5,-1,1.5,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.04.2023 bramkarz (90'),Polska,17.04.2023
Jan Markus,315950825,16.108,U,185,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,2,5,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,17.04.2023 napastnik (90'),Polska,17.04.2023
Jaroslaw Adamkiewicz,321653406,16.060,Q,120,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,-1,4.5,4.5,-1,-1.0,-1.0,-1.0,4.5,4.5,-1.0,13.03.2023 pomocnik (90'),Polska,17.04.2023
Jaroslaw Haber,324469428,16.000,,61,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,-1,-1,4,-1,-1,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,03.04.2023 pomocnik (90'),Polska,17.04.2023
Jerzy Pukalski,309829316,18.010,,273,WC 36,24,World Cup - Round I  Matchday 9,21/06/2024,88,4,-1,5,5.5,4,5,4,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,17.04.2023 boczny_obronca (90'),Polska,17.04.2023
Kryspin Kisiela,322504602,16.053,,69,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,-1,6,6,7,-1.0,-1.0,-1.0,6.0,6.0,7.0,17.04.2023 pomocnik (90'),Polska,17.04.2023
Marcin Baldyga,323871111,16.046,H,78,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,3.5,-1,4.5,-1,-1.0,-1.0,3.5,-1.0,4.5,-1.0,17.04.2023 boczny_obronca (90'),Polska,17.04.2023
Marian Jezyna,321839075,17.014,P,92,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,5.5,4.5,5.5,-1.0,-1.0,-1.0,5.5,4.5,5.5,17.04.2023 pomocnik (90'),Polska,17.04.2023
Sergiusz Zamojski,327452925,15.106,,14,WC 37,28,World Cup - Round II  Matchday 3,21/02/2025,90,7,1.5,-1,-1,-1,-1,4,1.5,-1.0,-1.0,-1.0,-1.0,4.0,17.04.2023 napastnik (90'),Polska,17.04.2023
